ID,bank branch,funding type,funding classification,customer sector,installment value,cashing date,sex,age,social status,special needs,number of family members,saving loan,income,financing value
244,Hail,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
245,Hail,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 05,No,< 5000,24000
246,Hail,social,family,employee of a government company,< 1000,2019/01,FEMALE,>= 40,widow,No,>= 05,No,< 5000,24000
247,Hail,project,emerging,employee of a government company,>= 1000,2019/01,FEMALE,< 30,single,No,< 02,No,< 5000,159000
248,Hail,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
249,Hail,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
250,Hail,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,Yes,>= 02,No,>= 7500,60000
251,Hail,social,family,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,Yes,>= 02,No,< 5000,60000
252,Hail,social,marriage,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,< 5000,60000
253,Hail,social,marriage,employee of a government company,>= 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,60000
254,Hail,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
255,Hail,social,marriage,employee of a government company,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 10000,60000
256,Hail,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
257,Hail,project,emerging,employee of a government company,< 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,90000
258,Hail,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
259,Hail,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
260,Hail,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
261,Hail,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 05,Yes,>= 7500,60000
262,Hail,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,48000
263,Hail,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
264,Hail,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,>= 5000,60000
265,Hail,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 60,widow,No,>= 02,No,< 5000,60000
266,Hail,project,emerging,employee of a government company,>= 1000,2019/01,FEMALE,< 30,single,No,< 02,No,< 5000,191000
267,Taif,social,marriage,employee of a government company,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
268,Hail,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
269,Hail,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
270,Hail,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,30000
271,Hail,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 10000,30000
272,Hail,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 10000,60000
273,Hail,social,marriage,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,< 5000,60000
274,Hail,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
275,Hail,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,18000
276,Hail,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 7500,36000
277,Hail,social,marriage,government employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,18000
278,Hail,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 5000,18000
279,Hail,social,marriage,government employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,No,>= 10000,18000
280,Hail,social,marriage,government employee,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
281,Hail,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
282,Hail,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
283,Hail,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 10,No,>= 10000,60000
284,Hail,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
285,Hail,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
286,Hail,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
287,Hail,social,family,employee of a government company,>= 1000,2019/02,FEMALE,< 30,divorced,No,>= 02,No,< 5000,60000
288,Hail,social,family,employee of a government company,>= 1000,2019/02,FEMALE,< 30,divorced,No,>= 02,No,>= 10000,60000
289,Hail,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,< 5000,60000
290,Hail,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 10000,60000
291,Hail,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,24000
292,Hail,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,>= 7500,60000
293,Hail,social,family,employee of a government company,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,< 5000,60000
294,Hail,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,< 5000,60000
295,Hail,social,family,government employee,< 1000,2019/01,FEMALE,>= 30,divorced,No,>= 05,No,>= 7500,48000
296,Taif,social,family,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
297,Taif,social,family,employee of a government company,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,60000
298,Hail,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
299,Hail,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 05,Yes,>= 7500,60000
300,Hail,social,marriage,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,< 5000,60000
301,Hail,social,marriage,employee of a government company,>= 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
302,Hail,social,family,government employee,>= 1000,2019/01,MALE,>= 30,married,No,>= 05,No,>= 7500,60000
303,Hail,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,30000
304,Taif,social,renovation,employee of a government company,< 1000,2019/01,FEMALE,>= 60,widow,No,< 02,No,< 5000,60000
305,Hail,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
306,Hail,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 30,divorced,No,>= 02,No,< 5000,60000
307,Hail,social,family,employee of a government company,< 1000,2019/03,FEMALE,>= 30,divorced,No,>= 02,No,< 5000,60000
308,Hail,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,>= 10000,60000
309,Hail,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,< 5000,60000
310,Hail,social,marriage,government employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
311,Tabuk,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
312,Taif,social,renovation,employee of a government company,< 1000,2019/01,FEMALE,>= 60,widow,No,< 02,No,>= 10000,60000
313,Taif,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,< 5000,60000
314,Taif,social,marriage,employee of a government company,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
315,Hail,social,family,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 5000,60000
316,Taif,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 10,No,< 5000,60000
317,Taif,social,family,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 05,No,< 5000,60000
318,Taif,project,emerging,employee of a government company,>= 1000,2019/02,FEMALE,>= 30,married,No,< 02,No,< 5000,236000
319,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 5000,60000
320,Jeddah,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
321,Kharj,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
322,Kharj,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
323,Taif,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 05,No,>= 10000,60000
324,Taif,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 05,No,< 5000,60000
325,Taif,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,divorced,No,>= 02,No,< 5000,60000
326,Taif,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,divorced,No,>= 02,No,>= 7500,60000
327,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
328,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
329,Taif,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
330,Taif,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 10,No,>= 7500,60000
331,Taif,social,family,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,widow,No,>= 10,No,< 5000,60000
332,Taif,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 10000,36000
333,Taif,social,marriage,private sector employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,36000
334,Taif,project,emerging,employee of a government company,>= 1000,2019/02,MALE,< 30,single,No,< 02,No,< 5000,184000
335,Taif,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
336,Medina,project,solution,government employee,>= 1000,2019/03,FEMALE,>= 30,married,No,< 02,No,< 5000,150000
337,Taif,social,family,private sector employee,< 1000,2019/01,FEMALE,>= 30,divorced,No,>= 05,No,< 5000,42000
338,Taif,social,family,private sector employee,< 1000,2019/01,FEMALE,>= 30,divorced,No,>= 05,No,>= 5000,42000
339,Taif,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
340,Taif,social,marriage,employee of a government company,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
341,Taif,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,Yes,>= 7500,18000
342,Taif,social,family,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
343,Taif,social,family,private sector employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,< 5000,60000
344,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
345,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
346,Jeddah,social,marriage,government employee,< 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,30000
347,Taif,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 7500,60000
348,Taif,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
349,Taif,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
350,Taif,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,< 5000,48000
351,Taif,social,family,employee of a government company,< 1000,2019/02,FEMALE,>= 40,divorced,No,>= 02,No,>= 7500,48000
352,Jeddah,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,widow,No,>= 02,No,< 5000,60000
353,Jeddah,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,widow,No,>= 02,No,>= 5000,60000
354,Taif,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,< 5000,60000
355,Taif,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
356,Taif,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
357,Taif,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 5000,60000
358,Taif,social,marriage,government employee,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,36000
359,Taif,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,Yes,>= 10000,48000
360,Taif,social,marriage,private sector employee,< 1000,2019/01,MALE,>= 30,married,No,>= 02,Yes,< 5000,48000
361,Taif,social,marriage,government employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 7500,60000
362,Taif,transfer,taxi cab,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,99935
363,Taif,transfer,taxi cab,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,>= 7500,99935
364,Taif,project,solution,employee of a government company,>= 1000,2019/02,FEMALE,>= 40,divorced,No,< 02,No,< 5000,185000
365,Taif,project,emerging,employee of a government company,>= 1000,2019/02,MALE,< 30,single,No,< 02,No,< 5000,112000
366,Taif,social,marriage,government employee,< 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 7500,36000
367,Taif,project,emerging,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,162000
368,Tabuk,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,widow,No,>= 02,No,< 5000,60000
369,Tabuk,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,widow,No,>= 02,No,>= 10000,60000
370,Taif,social,marriage,government employee,>= 1000,2019/03,MALE,< 30,married,No,>= 02,No,>= 7500,60000
371,Taif,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,>= 7500,60000
372,Taif,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 05,No,< 5000,60000
373,Taif,social,renovation,employee of a government company,< 1000,2019/01,FEMALE,>= 60,widow,No,>= 10,No,>= 7500,48000
374,Taif,social,renovation,employee of a government company,< 1000,2019/01,FEMALE,>= 60,widow,No,>= 10,No,< 5000,48000
375,Taif,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 02,Yes,< 5000,60000
376,Taif,social,family,Government retired,>= 1000,2019/02,MALE,>= 40,married,No,>= 02,Yes,>= 10000,60000
377,Taif,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,widow,No,>= 05,No,< 5000,60000
378,Taif,social,family,employee of a government company,>= 1000,2019/01,FEMALE,>= 40,widow,No,>= 05,No,< 5000,60000
379,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
380,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
381,Taif,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
382,Taif,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
383,Taif,project,emerging,employee of a government company,>= 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,180000
384,Taif,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,>= 7500,60000
385,Taif,social,marriage,private sector employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,No,< 5000,60000
386,Taif,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,24000
387,Taif,social,marriage,private sector employee,< 1000,2019/02,MALE,>= 30,married,No,>= 02,No,>= 7500,24000
388,Taif,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,>= 10000,60000
389,Taif,social,marriage,employee of a government company,< 1000,2019/02,MALE,< 30,married,No,>= 02,No,< 5000,60000
390,Taif,project,emerging,employee of a government company,>= 1000,2019/01,FEMALE,>= 30,married,No,< 02,No,< 5000,131000
391,Taif,project,emerging,employee of a government company,< 1000,2019/01,MALE,< 30,single,No,< 02,No,< 5000,73000
392,Jeddah,social,family,employee of a government company,>= 1000,2019/02,FEMALE,< 30,divorced,No,>= 02,No,< 5000,60000
393,Jeddah,social,family,employee of a government company,>= 1000,2019/02,FEMALE,< 30,divorced,No,>= 02,No,>= 7500,60000
394,Medina,social,marriage,government employee,>= 1000,2019/02,MALE,>= 30,married,No,>= 02,Yes,>= 7500,60000
395,Taif,social,marriage,government employee,< 1000,2019/03,MALE,>= 30,married,No,>= 02,No,>= 7500,60000
396,Taif,social,marriage,government employee,>= 1000,2019/01,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
397,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 10000,60000
398,Taif,social,marriage,private sector employee,>= 1000,2019/02,MALE,< 30,married,No,>= 02,Yes,>= 5000,60000
